user_id,brand_research,brand_visits,cart_adds,deals_clicked,eco_products_viewed,gift_guides_viewed,products_viewed,purchases,quick_purchases,repeat_purchases,reviews_read,searches,specs_viewed,wishlists
1630,0,0,0,26,0,0,14,1,0,0,0,7,0,0
1631,0,0,0,13,0,0,37,2,0,0,0,13,0,0
1632,0,1,0,20,0,0,41,3,0,0,2,13,0,0
1633,0,0,0,10,0,1,10,1,0,0,0,4,0,0
1634,0,0,0,20,1,0,29,3,0,0,0,11,0,0
1635,0,0,1,28,0,0,17,4,0,0,2,6,0,0
1636,0,0,0,26,0,0,20,5,0,0,0,8,0,0
1637,0,0,0,29,0,0,32,4,0,0,0,2,0,0
1638,0,0,0,11,0,0,33,1,0,0,0,6,0,0
1639,0,0,0,22,0,0,26,1,0,1,0,17,0,0
1640,0,0,0,26,0,0,42,1,1,0,0,12,0,0
1641,1,0,0,19,0,0,15,5,0,0,0,19,0,0
1642,0,0,0,20,2,0,17,5,0,0,0,2,0,0
1643,0,0,0,13,0,0,18,1,0,0,0,10,0,0
1644,0,0,0,25,0,0,32,2,2,0,0,11,0,0
1645,0,0,0,25,0,0,16,5,0,0,0,19,0,0
1646,0,0,0,10,0,0,47,4,0,0,2,20,0,0
1647,1,0,0,16,0,0,32,2,0,0,0,18,0,0
1648,0,0,0,11,0,0,34,1,0,0,0,6,1,0
1649,0,0,0,10,0,0,29,2,0,0,0,11,0,0
1650,0,0,0,19,1,0,36,4,0,0,0,5,0,0
1651,1,0,0,19,0,0,30,3,0,0,0,4,0,2
1652,0,0,0,18,0,0,23,0,0,1,0,16,0,0
1653,0,0,0,25,0,0,36,5,0,0,0,8,0,0
1654,0,0,0,22,0,1,15,5,0,0,0,8,1,0
1655,2,0,0,20,0,0,22,5,1,0,0,20,2,0
1656,0,1,0,18,0,0,38,2,0,0,0,7,0,0
1657,0,0,0,26,0,0,31,2,0,0,0,17,0,0
1658,0,2,0,13,0,1,49,4,0,0,0,5,0,0
1659,0,0,0,20,0,0,21,2,1,0,0,11,0,0
1660,0,0,0,11,0,0,13,0,0,0,0,2,0,0
1661,0,0,0,22,0,1,29,5,0,0,0,16,0,0
1662,0,0,0,13,0,0,47,5,0,0,2,6,0,0
1663,0,0,0,21,0,0,23,3,0,0,0,2,0,0
1664,0,0,0,23,0,0,22,2,0,0,0,4,0,0
1665,0,0,0,16,0,0,16,5,0,0,0,15,0,2
1666,0,0,0,29,0,0,46,0,0,0,0,4,0,0
1667,0,0,0,30,0,0,12,0,0,0,0,2,1,0
1668,2,0,0,16,0,0,10,4,0,0,0,2,0,0
1669,0,0,0,17,0,1,27,4,0,0,0,19,0,0
1670,0,0,0,30,0,0,39,2,0,1,1,10,0,0
1671,0,0,0,18,0,0,17,0,0,0,0,2,0,0
1672,0,0,0,18,0,0,16,3,0,0,0,14,0,0
1673,0,2,0,11,0,0,42,5,0,0,2,3,0,0
1674,0,0,0,17,0,0,27,3,0,0,0,6,0,0
1675,0,0,2,26,0,0,43,4,0,0,0,20,0,0
1676,0,0,0,16,0,0,15,0,0,0,2,18,1,0
1677,0,0,0,24,0,0,23,2,0,0,0,12,0,0
1678,0,0,0,13,0,0,38,0,0,0,0,13,0,0
1679,0,0,0,24,0,0,37,5,0,2,0,17,0,0
1680,0,0,0,11,0,0,13,2,0,0,0,20,0,0
1681,0,0,0,15,0,0,38,1,0,0,0,8,0,0
1682,0,0,0,16,0,0,48,2,0,0,0,15,0,2
1683,0,0,0,26,0,0,20,0,0,0,1,3,0,0
1684,0,0,0,28,0,0,22,3,0,0,0,18,0,0
1685,0,0,0,12,0,0,38,0,0,0,0,17,0,0
1686,1,0,0,22,0,0,32,4,0,0,0,20,0,0
1687,0,0,0,23,0,0,43,3,0,0,0,10,0,0
1688,0,0,0,30,0,0,11,3,0,0,0,20,0,0
1689,0,0,0,12,0,0,25,4,0,2,0,6,0,0
1690,0,0,0,30,1,2,17,2,1,0,0,17,0,0
1691,0,0,0,14,1,0,11,0,0,0,0,5,0,0
1692,0,0,0,25,1,0,17,4,0,0,0,17,0,0
1693,0,0,0,29,0,0,29,1,0,0,0,4,0,1
1694,0,0,0,28,0,0,27,3,0,0,0,19,1,0
1695,0,0,0,13,0,0,24,1,0,0,0,17,0,0
1696,0,0,0,24,0,0,14,5,0,0,0,17,0,0
1697,0,0,0,26,0,0,40,3,0,0,0,14,0,0
1698,0,0,0,29,0,0,31,3,0,0,0,18,0,0
1699,0,0,0,11,0,0,11,5,0,0,0,16,0,0
1700,0,0,0,23,0,0,34,5,0,0,0,11,0,2
1701,0,0,0,25,0,0,27,1,0,0,0,19,0,0
1702,0,0,0,21,0,0,30,5,0,0,0,13,0,0
1703,0,0,0,13,0,2,23,1,0,0,0,18,0,0
1704,0,0,1,16,0,0,46,2,0,0,2,7,0,0
1705,0,0,0,21,0,0,31,3,0,0,1,9,0,0
1706,0,0,0,12,0,0,29,1,0,0,0,12,0,0
1707,0,0,0,14,0,0,42,1,0,0,0,8,0,2
1708,0,0,0,20,0,0,45,0,0,0,0,4,1,0
1709,0,0,0,13,0,0,30,4,0,0,1,2,0,0
1710,0,0,0,17,0,0,43,1,0,0,0,5,0,0
1711,0,0,0,23,0,0,16,1,0,0,0,18,0,0
1712,0,0,0,16,0,0,27,0,1,0,0,16,0,1
1713,2,0,2,15,0,0,46,2,0,0,0,8,0,0
1714,0,0,0,30,0,0,15,1,0,0,0,3,0,0
1715,0,0,0,12,0,0,49,4,2,2,0,11,0,2
1716,0,0,0,17,0,0,47,1,0,0,0,15,0,0
1717,0,0,0,26,0,0,35,3,0,0,0,8,0,0
1718,0,0,0,26,0,0,12,2,2,0,0,5,1,0
1719,0,0,0,22,0,0,23,2,1,0,0,17,0,0
1720,0,0,0,10,0,0,48,3,0,1,0,10,0,0
1721,0,0,1,27,0,0,49,0,0,0,0,10,0,0
1722,0,0,0,28,0,0,49,4,0,1,0,18,0,0
1723,0,0,0,13,0,0,44,0,0,0,0,18,0,0
1724,0,0,2,24,0,0,27,2,0,0,0,14,0,0
1725,0,0,0,19,0,0,14,4,0,0,0,8,0,0
1726,0,0,2,27,0,2,15,3,2,0,0,9,0,0
1727,0,0,0,26,0,0,12,2,0,0,0,12,0,0
1728,0,0,0,10,0,0,40,2,0,0,0,18,0,0
1729,0,0,0,18,0,0,38,4,0,0,0,16,0,0
1730,0,0,0,19,0,0,41,1,0,0,0,5,0,0
1731,0,0,0,26,0,0,44,3,1,0,0,9,0,0
1732,0,0,0,14,0,0,11,3,0,0,0,12,0,0
1733,0,0,0,20,1,0,42,3,0,1,2,5,0,0
1734,0,0,0,12,0,0,32,0,0,0,0,20,0,0
1735,0,0,0,24,0,0,10,4,0,0,0,17,0,0
1736,0,0,1,22,0,0,42,5,0,0,0,20,0,0
1737,0,0,0,19,0,0,39,1,0,0,0,14,0,0
1738,0,0,0,20,0,0,14,1,0,0,0,9,0,0
1739,0,0,0,13,0,0,30,5,0,0,0,20,0,0
1740,0,0,1,25,0,0,50,3,0,0,0,7,0,0
1741,0,0,0,23,0,0,34,3,0,0,0,12,1,0
1742,0,0,0,10,0,0,23,3,1,0,0,20,0,2
1743,0,0,0,20,0,0,38,3,0,0,0,3,0,0
1744,0,0,0,16,0,0,12,4,0,0,0,5,0,0
1745,0,1,0,22,0,0,32,1,0,0,0,7,0,2
1746,0,0,0,18,0,0,40,0,0,0,0,7,0,0
1747,0,0,0,30,0,0,24,0,0,0,0,18,0,0
1748,0,0,0,17,0,0,29,0,0,0,0,7,0,0
1749,0,0,0,27,0,0,21,5,0,0,0,5,0,0
1750,0,0,0,10,2,2,50,0,0,0,0,2,0,0
1751,0,0,0,21,0,0,21,0,2,0,0,5,2,0
1752,0,0,0,26,0,1,40,1,0,0,0,3,0,0
1753,0,0,0,25,2,0,32,5,0,0,0,3,0,0
1754,2,0,0,11,0,0,28,4,0,0,0,11,0,0
1755,0,0,0,21,0,0,33,1,0,0,0,16,0,0
1756,0,0,0,21,0,0,48,5,0,2,0,8,0,0
1757,0,0,0,22,0,0,41,0,0,0,0,14,0,0
1758,0,0,0,17,0,0,40,0,0,0,0,20,0,0
1759,0,0,0,28,0,0,33,4,0,0,0,13,0,0
1760,0,0,0,22,0,0,15,5,0,0,2,10,0,0
1761,0,0,0,11,0,0,15,3,1,0,0,2,0,1
1762,0,0,0,22,0,0,38,2,0,0,0,5,0,0
1763,0,0,0,18,0,0,37,0,0,0,0,18,0,0
1764,0,0,0,21,0,0,47,4,0,0,0,7,0,0
1765,0,0,0,12,1,0,40,1,0,0,0,3,0,0
1766,0,0,0,24,0,2,27,0,0,0,0,5,0,0
1767,0,0,0,28,0,0,14,2,0,0,0,20,0,0
1768,0,0,0,29,0,0,30,4,0,1,0,9,0,0
1769,1,2,0,29,0,0,29,4,1,0,2,12,0,0
1770,0,0,0,10,0,0,14,3,0,0,0,10,0,0
1771,0,0,0,27,0,0,14,2,0,0,0,17,0,0
1772,0,0,0,29,0,0,23,1,0,0,0,9,0,0
1773,0,0,0,11,2,0,37,5,0,0,0,17,0,0
1774,0,0,2,15,0,0,40,5,0,0,0,2,0,0
1775,0,0,0,23,0,0,22,3,0,2,0,15,0,0
1776,0,0,0,17,0,0,50,3,0,0,0,20,1,0
1777,0,0,0,24,0,0,40,0,0,0,0,19,0,0
1778,0,0,2,27,0,0,15,5,0,0,0,17,0,0
1779,0,2,0,23,2,0,33,3,0,0,0,16,0,0
1780,0,0,0,17,0,0,22,5,0,0,0,6,0,0
1781,1,0,2,21,0,0,30,3,0,0,0,3,0,0
1782,0,0,0,11,0,0,39,3,0,0,0,20,0,0
1783,0,0,0,19,0,0,48,1,0,0,0,6,0,0
1784,0,0,0,29,0,0,27,1,2,0,0,6,0,0
1785,0,2,0,20,0,0,13,2,0,0,0,5,0,0
1786,0,0,0,16,0,0,20,0,1,1,0,10,0,0
1787,0,0,1,15,0,0,21,2,0,0,0,8,0,0
1788,1,0,0,15,0,0,28,4,0,0,0,15,0,0
1789,0,0,0,20,0,0,28,4,0,0,0,14,0,0
1790,0,0,0,20,0,0,25,3,0,1,2,20,0,0
1791,0,0,0,16,0,0,31,3,0,0,1,12,0,0
1792,0,0,0,16,0,0,36,0,0,0,0,18,0,0
1793,0,0,0,26,0,0,34,1,0,0,0,14,0,0
1794,0,0,0,12,0,0,26,5,0,0,0,6,0,0
1795,0,0,0,25,0,0,50,3,0,0,0,7,0,0
1796,0,0,0,13,0,0,11,1,2,0,0,10,0,0
1797,0,0,2,21,0,0,22,0,0,0,0,2,0,0
1798,0,0,0,24,0,0,22,5,0,0,0,14,1,0
1799,0,0,2,21,0,0,42,3,0,0,0,14,0,0
1800,0,0,0,13,0,2,44,5,0,0,0,13,0,0
1801,0,0,0,22,0,0,21,1,0,0,0,18,0,0
1802,0,0,0,29,0,0,12,5,0,2,0,10,0,0
1803,0,0,0,22,0,0,33,3,0,0,0,13,0,0
1804,0,0,0,17,0,0,46,5,0,0,0,16,0,0
1805,0,0,0,11,0,0,19,2,0,0,0,10,0,2
1806,0,0,2,12,0,0,19,4,0,0,0,19,0,2
1807,0,0,0,30,0,0,44,2,0,0,0,11,0,0
1808,0,0,2,21,0,0,39,1,0,0,0,11,0,0
1809,0,0,0,25,0,2,33,4,0,0,0,15,0,0
1810,0,0,0,15,0,0,12,4,0,0,0,20,0,0
1811,0,0,0,17,0,0,40,2,0,0,2,16,0,0
1812,0,0,0,12,0,0,43,3,0,0,0,7,0,0
1813,1,1,0,25,0,0,49,2,0,0,0,15,0,0
1814,0,1,0,12,0,0,49,5,0,0,0,8,0,0
1815,0,0,0,24,0,0,12,3,0,0,0,4,0,0
1816,0,0,0,17,0,0,42,1,0,0,0,14,0,0
1817,0,0,0,14,0,0,25,5,0,1,0,2,0,0
1818,0,0,0,30,0,0,36,1,0,0,0,10,0,1
1819,0,0,0,10,0,0,39,1,0,0,0,12,0,0
1820,0,0,0,13,0,0,12,5,0,0,0,15,0,0
1821,1,0,0,13,2,0,35,1,0,0,0,7,0,0
1822,0,1,0,27,0,0,22,0,1,0,0,5,0,0
1823,0,0,0,15,0,0,33,5,0,0,0,17,0,0
1824,0,0,0,21,0,2,40,1,0,0,0,2,0,0
1825,0,0,0,18,1,0,32,1,0,0,0,10,0,0
1826,0,0,0,10,0,2,16,3,0,0,0,20,0,0
1827,0,0,0,10,0,0,34,5,0,0,0,18,0,0
1828,0,0,0,22,0,0,42,3,0,0,0,12,0,0
1829,0,0,0,24,0,0,41,5,0,0,0,8,0,0
1830,0,0,0,24,0,0,29,2,0,0,0,8,0,0
1831,0,0,0,12,0,0,40,0,0,0,0,15,0,0
1832,0,0,0,30,0,0,12,2,0,0,0,13,0,0
1833,0,0,0,28,0,0,49,3,0,0,0,4,0,0
1834,0,0,0,13,0,0,42,4,0,0,0,12,0,0
1835,0,0,0,28,0,0,35,3,0,0,0,18,0,0
1836,0,0,0,19,0,0,41,3,0,0,0,17,0,0
1837,0,0,0,16,0,0,49,0,0,0,0,18,0,1
1838,0,0,0,18,0,0,19,1,2,0,0,10,1,0
1839,0,0,0,12,0,0,25,3,0,0,0,5,0,0
1840,0,0,0,17,0,0,38,3,0,0,0,10,0,0
1841,0,2,1,23,0,0,38,1,0,0,0,4,0,0
1842,0,0,0,22,0,0,20,0,0,0,0,5,0,0
1843,1,0,0,18,0,0,14,2,0,0,0,10,0,0
1844,0,0,0,10,0,0,29,3,0,0,0,12,2,0
1845,0,0,0,28,0,0,28,2,0,0,0,4,0,0
1846,0,0,0,19,0,0,28,3,0,2,0,7,0,0
1847,0,0,0,30,2,2,48,1,0,0,0,3,0,0
1848,0,0,0,17,0,0,47,4,1,0,0,7,0,0
1849,0,0,0,18,0,0,32,3,0,0,0,2,0,0
1850,0,1,0,24,0,0,29,2,0,0,0,10,0,0
1851,0,0,0,17,0,0,13,3,0,0,0,7,0,0
1852,0,0,0,12,0,0,18,4,0,0,0,8,0,0
1853,0,0,0,30,0,0,45,0,0,0,0,8,0,0
1854,0,0,0,14,0,0,13,0,0,0,0,8,0,0
1855,0,0,0,20,0,0,19,2,0,0,0,5,0,0
1856,0,2,0,28,0,0,49,2,0,0,0,11,0,0
1857,0,0,0,29,0,0,26,3,0,0,0,19,0,0
1858,0,0,0,20,0,0,20,4,0,2,0,20,0,0
1859,2,0,0,28,0,0,31,3,0,0,0,15,0,0
1860,0,0,0,24,0,0,23,5,0,0,0,8,0,0
1861,0,0,0,25,2,0,24,4,1,0,0,19,0,0
1862,0,0,0,17,0,0,37,2,0,2,0,16,0,0
1863,0,0,0,27,0,0,42,2,0,0,0,6,0,2
1864,0,0,0,14,0,0,35,5,0,0,0,20,2,0
1865,1,0,0,16,0,0,10,0,0,0,0,3,0,0
1866,0,0,0,13,0,0,32,3,0,0,0,18,0,0
1867,0,0,1,15,0,2,10,0,0,0,0,18,0,0
1868,1,0,0,21,0,0,42,4,0,0,0,5,0,0
1869,0,0,1,24,0,0,31,0,1,0,0,12,0,0
1870,0,0,0,23,0,0,16,0,0,0,0,12,0,0
1871,0,0,1,23,0,0,42,2,0,0,0,15,0,0
1872,0,0,0,14,0,0,27,1,0,0,0,15,0,0
1873,0,0,0,25,0,0,26,0,2,0,0,13,0,0
1874,0,0,0,22,0,0,30,1,0,0,2,8,0,0
1875,0,0,0,22,0,0,23,5,0,0,2,2,0,0
1876,0,0,0,29,0,0,38,3,0,0,0,8,0,0
1877,0,0,0,26,0,0,42,5,0,0,0,19,0,0
1878,0,0,0,20,0,1,49,0,0,0,0,12,0,0
1879,0,0,0,29,0,0,18,4,0,0,0,18,0,0
1880,0,0,0,18,0,0,15,4,0,0,2,20,0,0
1881,0,0,0,13,0,0,30,3,0,0,0,18,0,0
1882,0,0,0,30,1,0,38,2,0,0,1,19,0,0
1883,0,0,0,17,0,0,29,1,0,2,0,8,0,0
1884,0,0,0,22,0,0,23,1,0,0,0,13,0,0
1885,0,0,0,12,2,0,40,0,0,0,0,10,0,0
1886,0,0,0,28,0,0,35,4,0,0,0,18,0,0
1887,0,0,0,15,0,0,49,3,2,1,0,4,0,0
1888,0,0,0,10,0,0,28,5,0,0,0,4,0,0
1889,0,0,0,18,0,0,26,0,0,0,0,16,0,0
1890,0,0,0,27,0,0,48,2,0,0,0,2,0,0
1891,0,0,0,18,0,0,29,2,0,0,0,5,0,0
1892,0,0,0,27,0,0,43,3,0,0,0,15,0,0
1893,0,0,0,16,0,0,33,4,0,0,0,11,0,2
1894,0,0,0,23,0,0,46,0,0,0,0,11,0,0
1895,0,0,0,17,0,0,37,5,0,0,0,14,0,2
1896,0,0,1,10,0,0,34,2,0,0,0,5,1,0
1897,0,0,0,17,0,0,26,0,0,0,0,13,0,0
1898,0,0,0,21,0,0,10,3,0,0,0,15,0,0
1899,0,0,0,27,0,0,44,0,0,0,0,6,0,0
1900,0,0,0,27,1,0,46,3,0,0,0,16,0,0
1901,0,0,0,11,0,0,11,0,0,0,0,9,0,0
1902,0,0,0,10,0,0,39,4,0,0,0,14,0,0
1903,0,0,0,25,0,0,47,2,0,0,0,2,0,0
1904,0,2,0,30,0,0,34,1,0,0,0,6,0,0
1905,0,0,0,12,0,0,26,4,1,0,0,3,0,0
1906,0,0,0,19,0,1,10,4,0,0,0,13,0,0
1907,0,0,0,22,0,1,36,3,0,0,0,2,0,0
1908,0,1,0,16,0,0,12,5,0,0,0,2,0,2
1909,0,0,0,25,0,0,24,4,0,0,0,12,0,1
1910,0,0,0,29,0,0,44,2,0,0,0,6,0,0
1911,0,0,0,27,0,0,44,5,0,0,0,11,0,0
1912,0,0,0,13,0,0,49,0,1,0,0,5,0,0
1913,0,0,0,14,2,0,13,5,0,0,0,9,0,0
1914,0,0,0,24,0,0,14,4,0,0,0,12,0,0
1915,0,0,0,16,0,0,32,0,0,0,0,13,0,0
1916,0,0,0,30,0,0,34,2,0,0,0,18,0,0
1917,0,0,2,27,0,0,24,1,0,0,0,16,0,0
1918,0,1,0,14,0,0,33,5,0,0,0,11,0,0
1919,0,2,0,19,0,0,45,2,0,0,0,10,0,0
1920,1,0,0,11,0,0,48,4,0,0,0,9,0,0
1921,0,0,0,18,0,0,40,1,0,0,0,11,0,2
1922,0,0,0,15,0,0,26,0,0,0,0,6,0,0
1923,0,0,0,28,0,0,27,2,0,0,0,19,0,0
1924,0,0,0,27,0,0,23,0,0,0,0,19,0,1
1925,0,0,0,22,0,0,18,1,0,0,2,4,0,0
1926,0,0,0,21,0,0,36,0,1,0,0,7,0,2
1927,0,0,0,15,0,0,20,3,0,0,0,3,0,1
1928,0,0,0,18,2,2,15,4,0,0,0,2,0,0
1929,0,0,0,19,0,0,14,4,0,0,0,4,0,0
1930,0,1,1,12,0,0,21,5,0,0,0,7,0,0
1931,0,0,0,29,0,0,41,1,0,0,0,9,0,0
1932,0,0,0,22,0,0,31,4,0,0,0,19,0,0
1933,0,0,0,24,0,0,46,1,0,0,0,19,0,0
1934,0,0,0,21,0,0,39,5,0,0,0,18,0,0
1935,0,0,0,20,0,0,17,5,0,0,0,17,0,0
1936,0,1,0,11,0,0,31,3,0,0,0,17,0,0
1937,0,0,0,13,0,0,16,2,0,0,2,12,0,0
1938,0,0,0,29,0,0,48,5,0,0,0,17,0,0
1939,0,0,0,13,0,0,50,5,0,1,0,18,0,0
1940,0,0,0,29,0,0,44,0,0,0,0,3,0,0
1941,0,0,0,14,0,0,34,4,0,0,0,7,0,0
1942,0,0,0,26,0,0,21,0,0,0,0,13,0,0
1943,0,0,1,11,0,0,49,4,0,0,0,17,0,0
1944,0,0,0,13,1,2,28,5,0,0,0,9,0,0
1945,0,0,0,24,1,0,26,5,0,0,0,9,0,0
1946,0,0,0,23,0,1,31,5,0,1,0,9,0,0
1947,0,0,0,18,0,0,12,4,0,0,0,6,0,2
1948,0,1,0,22,0,0,42,1,0,0,0,9,0,0
1949,1,0,0,22,0,0,10,4,0,0,0,4,0,0
1950,0,0,0,26,0,0,17,2,0,0,0,8,0,0
1951,0,0,0,18,0,0,24,0,0,0,0,3,0,0
1952,0,0,1,14,0,0,36,3,0,0,2,3,0,0
1953,0,0,0,30,0,0,47,2,1,0,0,11,0,0
1954,0,0,0,30,0,0,41,0,0,0,0,7,0,0
1955,0,0,0,18,0,0,17,3,0,0,0,20,0,0
1956,0,0,0,24,0,0,44,1,0,0,0,5,0,0
1957,0,0,0,19,0,0,47,4,0,0,0,2,0,0
1958,0,0,0,25,2,0,24,3,0,0,0,11,0,0
1959,0,0,0,17,0,0,10,4,2,0,0,15,0,0
1960,0,0,0,27,0,2,13,5,0,0,0,17,0,0
1961,0,0,0,30,0,0,39,3,1,0,0,19,0,0
1962,1,0,0,13,0,0,35,0,0,0,0,12,0,0
1963,0,0,1,17,0,0,46,3,0,0,0,10,0,0
1964,0,0,1,26,0,0,22,5,0,0,0,17,0,0
1965,0,0,1,16,0,0,29,0,0,2,0,11,0,0
1966,0,0,0,21,0,2,26,1,0,0,0,16,0,0
1967,0,0,0,13,0,0,23,3,0,0,0,13,0,0
1968,0,0,0,25,0,0,48,5,0,0,0,7,0,0
1969,0,0,0,25,2,0,14,4,0,0,0,3,0,0
1970,0,0,0,25,0,0,37,1,0,0,0,16,0,0
1971,0,0,0,11,0,0,17,2,0,0,0,16,0,0
1972,0,2,0,12,1,0,44,1,0,0,0,11,0,0
1973,0,0,0,13,0,0,39,5,0,0,0,9,0,0
1974,0,0,0,27,0,0,40,4,0,1,0,11,0,0
1975,0,0,0,10,0,0,36,0,0,0,0,3,0,0
1976,0,0,0,27,0,0,50,0,0,0,0,13,0,0
1977,0,0,0,17,0,0,18,5,0,0,0,10,0,0
1978,0,0,0,25,0,0,42,5,0,0,0,10,0,0
1979,0,0,0,14,0,0,50,3,0,0,0,18,0,0
1980,0,0,0,10,0,0,45,3,0,0,0,2,0,0
1981,0,0,0,22,0,0,29,3,0,0,0,17,0,0
1982,0,0,0,28,0,0,13,3,0,0,0,7,0,0
1983,0,0,0,16,0,0,49,2,0,0,0,2,0,0
1984,0,0,0,11,2,0,13,1,0,0,0,6,0,1
1985,0,0,0,14,0,0,31,4,0,0,0,14,0,0
1986,2,0,0,17,0,0,39,1,0,0,0,15,1,0
1987,0,0,0,23,0,0,46,2,0,0,0,17,0,0
1988,0,0,0,27,0,0,44,4,0,0,0,2,0,0
1989,0,0,0,19,0,0,39,1,0,0,0,9,0,0
1990,0,0,0,13,0,0,28,0,1,1,0,13,0,0
1991,0,0,0,13,0,1,13,3,0,0,0,11,0,0
1992,1,0,0,14,2,0,41,5,0,0,1,20,0,0
1993,0,0,0,21,0,0,28,3,0,0,0,20,0,0
1994,0,0,0,11,0,0,26,1,0,0,0,10,2,0
1995,0,2,0,22,0,0,32,1,0,0,2,6,0,0
1996,0,0,0,14,0,0,36,1,0,0,0,9,0,0
1997,0,0,1,12,0,0,33,3,0,0,0,9,0,0
1998,0,0,0,22,0,0,33,2,0,0,0,8,0,0
1999,0,0,0,26,0,0,43,3,0,0,0,10,0,1
2000,0,0,0,12,0,0,22,5,0,0,0,7,0,0
2001,0,0,0,0,0,0,48,3,0,0,0,4,0,11
2002,0,0,0,0,0,0,48,5,0,0,0,18,0,10
2003,0,0,0,0,0,0,40,2,0,0,0,4,0,15
2004,0,0,0,0,0,0,47,2,0,0,1,16,2,14
2005,0,0,0,0,0,0,48,2,0,0,0,4,0,6
2006,0,0,0,2,2,0,42,5,0,0,2,4,0,10
2007,0,0,0,0,0,0,37,5,0,0,0,12,0,14
2008,0,0,0,1,0,1,30,2,0,0,0,4,0,11
2009,0,0,0,0,0,0,19,3,0,0,0,2,0,7
2010,0,1,0,0,0,0,21,1,0,1,0,15,0,12
2011,0,2,0,0,0,0,30,0,0,0,0,9,0,5
2012,0,1,0,0,0,0,47,0,0,0,0,2,0,9
2013,0,0,0,0,0,0,47,5,0,0,0,14,0,12
2014,0,0,0,0,0,0,25,0,0,0,0,9,0,8
2015,0,0,1,2,0,0,37,2,0,0,0,10,0,9
2016,0,0,0,0,0,0,14,3,0,0,0,13,0,6
2017,0,0,0,0,0,0,29,4,0,0,0,16,0,14
2018,0,1,0,0,0,2,24,4,0,0,0,15,0,11
2019,0,0,0,0,0,0,26,3,0,0,0,20,0,7
2020,0,0,0,0,0,0,19,3,0,0,0,18,0,6
2021,0,0,0,0,0,0,37,4,0,2,0,6,0,11
2022,0,0,0,0,0,0,25,2,0,0,0,13,0,12
2023,0,0,0,0,0,0,46,1,0,0,0,20,0,8
2024,0,0,0,0,0,0,41,2,0,0,0,11,0,15
2025,1,0,0,0,0,1,16,5,0,0,0,3,0,11
2026,0,0,0,0,0,0,48,2,0,0,1,20,2,10
2027,0,0,0,0,0,0,26,2,0,0,0,16,0,15
2028,0,0,0,0,0,0,27,4,2,0,0,20,0,6
2029,0,0,0,0,0,0,41,1,0,0,0,11,0,10
2030,0,0,0,0,0,0,15,4,0,1,0,3,0,9
2031,0,0,0,0,0,1,20,1,0,0,0,8,0,9
2032,2,0,0,0,0,0,31,4,2,0,0,8,0,6
2033,0,1,0,0,0,0,16,0,0,0,0,15,2,7
2034,0,0,0,0,0,1,35,3,0,0,0,18,0,10
2035,0,0,0,0,0,0,32,2,0,0,0,15,0,14
2036,0,0,0,1,0,0,33,5,0,0,0,12,0,12
2037,0,0,0,0,0,0,47,4,0,0,0,9,0,10
2038,0,0,0,0,0,0,12,5,0,2,0,3,0,8
2039,0,0,0,0,0,0,25,2,0,2,0,20,2,7
2040,0,0,0,0,2,0,37,0,0,0,0,7,2,9
2041,0,0,0,0,0,0,47,1,2,0,1,6,2,6
2042,0,0,0,0,0,0,46,3,0,0,0,15,0,9
2043,0,0,0,0,0,0,44,1,0,0,0,18,0,6
2044,0,0,0,0,0,0,13,4,0,0,0,3,0,7
2045,1,0,0,0,0,0,42,2,0,0,0,3,0,9
2046,0,0,0,0,0,0,16,3,0,0,0,10,0,14
2047,0,0,0,0,0,0,46,4,0,0,0,14,0,15
2048,0,0,0,0,0,0,26,2,0,0,0,12,0,14
2049,1,0,0,0,0,0,25,2,2,0,0,7,0,5
2050,0,0,0,0,0,0,22,4,1,0,0,9,0,9
2051,0,1,0,0,0,0,50,4,0,1,0,19,0,6
2052,0,0,0,0,0,0,39,3,0,0,0,11,0,7
2053,0,0,1,2,0,0,13,4,0,0,0,7,0,12
2054,0,0,0,0,0,0,13,4,0,0,0,18,0,14
2055,0,0,0,0,0,0,29,1,0,0,0,5,0,9
2056,0,0,0,2,0,0,15,4,0,0,0,18,0,10
2057,0,0,0,0,0,0,36,0,0,1,0,11,0,13
2058,0,0,1,0,0,0,29,5,0,0,0,18,0,13
2059,0,0,0,0,0,0,49,2,0,0,0,8,0,7
2060,0,0,0,0,0,0,15,5,0,0,0,6,0,7
2061,0,0,0,0,0,0,32,3,0,0,0,12,0,13
2062,0,0,0,0,0,0,43,2,0,0,0,2,0,9
2063,0,1,0,0,0,0,29,3,2,0,0,4,1,8
2064,0,0,0,0,0,0,41,2,0,0,0,12,0,10
2065,0,0,0,0,0,0,13,1,0,0,0,4,0,11
2066,2,0,0,0,0,0,30,4,0,0,0,2,0,8
2067,0,0,0,0,0,0,31,5,0,0,0,12,0,5
2068,0,0,0,0,0,0,44,0,0,0,0,16,0,11
2069,0,0,0,0,0,0,21,1,0,0,0,14,0,10
2070,0,0,0,0,2,0,35,4,0,0,0,15,0,7
2071,0,2,1,0,0,0,27,0,0,0,0,18,0,7
2072,0,0,0,0,0,0,46,1,0,0,0,5,0,15
2073,0,0,0,0,1,0,26,2,0,0,0,5,0,5
2074,0,0,0,0,0,0,40,4,0,0,0,16,0,11
2075,0,2,2,0,0,0,12,3,0,0,2,12,0,7
2076,0,0,1,0,0,1,24,3,0,1,0,7,0,6
2077,0,0,0,0,0,0,15,4,0,0,0,15,0,8
