user_id,persona,brand_research,brand_visits,cart_adds,deals_clicked,eco_products_viewed,gift_guides_viewed,products_viewed,purchases,quick_purchases,repeat_purchases,reviews_read,searches,specs_viewed,wishlists
1013,deal_hunter,0,0,0,17,0,0,19,0,0,0,0,15,0,0
1014,deal_hunter,0,0,0,24,0,0,24,4,0,0,1,11,0,0
1015,deal_hunter,2,0,0,23,0,2,10,3,0,0,0,15,0,0
1016,deal_hunter,2,2,0,12,0,0,26,3,0,0,0,6,0,0
1017,deal_hunter,0,0,0,28,0,0,17,3,0,0,0,17,0,0
1018,deal_hunter,0,0,0,10,0,0,15,4,0,0,0,20,0,0
1019,deal_hunter,0,0,0,15,0,0,40,3,0,0,0,16,0,0
1020,deal_hunter,0,0,0,13,0,0,42,5,0,0,0,18,1,0
1021,deal_hunter,0,0,0,26,0,0,12,1,0,0,0,14,0,0
1022,deal_hunter,0,0,0,28,0,0,36,4,0,0,0,20,0,0
1023,deal_hunter,0,0,0,17,0,0,45,3,0,2,0,17,0,0
1024,deal_hunter,0,0,0,14,0,0,28,2,0,0,0,20,1,0
1025,deal_hunter,0,0,0,28,0,1,19,1,0,0,0,19,0,0
1026,deal_hunter,0,0,0,13,0,0,43,1,0,0,0,14,0,0
1027,deal_hunter,0,2,0,26,0,0,35,1,0,0,0,20,0,0
1028,deal_hunter,0,0,0,21,0,0,25,1,0,1,0,14,0,0
1029,deal_hunter,1,0,0,30,0,2,39,5,0,0,0,13,0,0
1030,deal_hunter,0,0,0,11,0,0,49,2,0,0,0,10,0,0
1031,deal_hunter,0,2,0,27,0,0,29,0,0,0,0,11,0,0
1032,deal_hunter,0,0,0,26,1,0,17,1,0,0,0,7,0,0
1033,deal_hunter,0,0,0,20,0,0,12,3,0,0,0,8,0,0
1034,deal_hunter,0,0,0,26,0,0,43,0,0,0,0,8,0,0
1035,deal_hunter,0,0,0,15,0,0,25,5,0,0,0,11,0,0
1036,deal_hunter,0,0,0,25,0,0,21,4,0,0,0,7,0,0
1037,deal_hunter,0,0,0,26,0,0,48,4,0,2,0,2,0,0
1038,deal_hunter,0,0,0,26,0,0,49,3,0,0,0,5,0,0
1039,deal_hunter,0,0,0,28,0,0,35,1,0,0,0,4,0,0
1040,deal_hunter,0,0,0,17,0,0,38,3,0,0,0,2,0,2
1041,deal_hunter,0,0,0,20,0,0,48,4,0,0,0,14,0,0
1042,deal_hunter,0,0,0,11,0,0,48,5,0,2,0,6,0,0
1043,deal_hunter,0,0,0,27,0,0,43,0,0,0,0,14,0,0
1044,deal_hunter,0,0,0,23,0,0,24,3,0,0,0,7,0,0
1045,deal_hunter,0,0,0,24,0,0,47,4,0,0,0,19,0,0
1046,deal_hunter,1,0,0,23,0,0,33,0,0,0,0,10,0,0
1047,deal_hunter,0,0,0,24,0,0,36,1,0,0,0,13,0,0
1048,deal_hunter,0,0,0,30,0,0,21,4,0,0,0,11,0,0
1049,deal_hunter,0,0,0,22,0,0,36,0,0,0,0,4,0,2
1050,deal_hunter,0,0,0,15,0,0,21,5,0,0,0,8,0,0
1051,deal_hunter,0,0,0,26,0,0,18,1,0,0,2,14,0,0
1052,deal_hunter,0,0,0,14,0,0,50,1,0,0,0,13,0,0
1053,deal_hunter,0,0,0,23,0,0,46,1,0,0,0,9,0,2
1054,deal_hunter,0,0,0,10,0,0,37,0,0,0,0,11,2,0
1055,deal_hunter,0,0,1,15,0,0,17,0,0,0,0,8,0,0
1056,deal_hunter,1,0,0,22,0,0,16,5,0,0,0,7,0,0
1057,deal_hunter,0,0,0,28,0,0,28,5,0,0,0,19,0,0
1058,deal_hunter,0,0,0,22,0,0,46,4,0,0,0,7,0,0
1059,deal_hunter,0,0,1,13,0,0,40,2,0,0,0,11,0,0
1060,deal_hunter,0,0,0,18,0,0,34,0,0,0,0,7,0,0
1061,deal_hunter,0,0,0,21,0,0,12,0,0,0,0,14,0,0
1062,deal_hunter,0,0,0,22,0,0,38,2,0,0,0,13,0,0
1063,deal_hunter,0,0,0,28,0,0,25,4,0,0,0,2,0,0
1064,deal_hunter,0,0,0,30,0,0,20,0,1,0,0,4,1,0
1065,deal_hunter,0,0,0,27,0,0,20,0,0,0,0,2,0,0
1066,deal_hunter,0,0,2,26,0,0,11,1,0,0,0,2,0,0
1067,deal_hunter,0,0,0,28,0,0,42,2,0,0,0,14,0,0
1068,deal_hunter,0,0,0,24,0,0,34,2,0,1,0,10,0,0
1069,deal_hunter,0,0,0,15,0,0,33,4,0,0,0,10,0,0
1070,deal_hunter,0,1,0,21,0,0,39,3,0,0,0,11,0,2
1071,deal_hunter,0,0,0,29,0,0,50,0,0,2,0,9,0,0
1072,deal_hunter,0,0,0,30,0,0,50,2,0,0,2,15,0,0
1073,deal_hunter,0,0,0,30,0,0,10,4,0,0,0,18,0,0
1074,deal_hunter,0,0,0,17,0,0,47,5,0,0,0,18,0,0
1075,deal_hunter,0,0,0,22,0,0,34,3,0,0,0,3,0,0
1076,deal_hunter,0,0,0,10,0,0,26,5,0,0,0,6,0,0
1077,deal_hunter,0,0,0,10,0,0,34,4,0,0,1,3,0,0
1078,deal_hunter,0,0,0,19,0,0,11,1,0,0,0,17,0,0
1079,deal_hunter,0,0,0,18,0,0,20,4,0,0,0,14,0,0
1080,deal_hunter,0,0,0,26,0,0,46,2,0,0,2,10,2,0
1081,deal_hunter,0,0,0,24,2,0,20,3,0,0,0,10,0,0
1082,deal_hunter,0,0,2,17,0,0,25,4,0,0,0,19,0,0
1083,deal_hunter,0,2,2,10,0,0,48,2,0,0,0,5,0,0
1084,deal_hunter,0,0,0,29,0,0,49,3,0,0,0,19,0,0
1085,deal_hunter,0,0,0,13,0,0,38,4,1,0,0,4,0,0
1086,deal_hunter,0,0,0,28,0,0,46,1,0,0,0,11,2,0
1087,deal_hunter,0,0,0,12,1,0,50,4,0,0,0,7,0,0
1088,deal_hunter,0,0,0,10,0,0,24,3,0,0,0,9,0,0
1089,deal_hunter,0,0,0,13,0,0,28,2,0,0,0,3,0,0
1090,deal_hunter,0,0,1,21,0,2,44,2,0,0,0,8,0,0
1091,deal_hunter,0,0,0,13,0,0,30,4,0,0,0,2,1,0
1092,deal_hunter,0,0,0,28,0,0,48,5,0,0,0,13,0,0
1093,deal_hunter,0,0,0,24,0,1,12,0,0,1,0,9,0,0
1094,deal_hunter,0,0,2,17,0,0,50,1,0,0,0,6,0,0
1095,deal_hunter,0,0,1,19,2,0,35,3,0,0,0,14,0,0
1096,deal_hunter,0,0,0,30,0,0,35,5,0,1,0,6,0,0
1097,deal_hunter,0,0,0,15,0,0,43,1,0,0,0,8,0,0
1098,deal_hunter,0,0,0,28,0,0,33,1,0,0,0,12,0,0
1099,deal_hunter,0,0,0,17,1,0,12,5,0,0,0,6,0,0
1100,deal_hunter,0,0,0,29,0,0,34,5,0,0,0,8,0,0
1101,deal_hunter,0,0,0,23,0,0,29,3,0,0,0,20,0,0
1102,deal_hunter,0,0,0,14,0,0,48,2,0,0,0,17,0,0
1103,deal_hunter,0,0,0,22,0,0,31,1,0,0,0,18,0,0
1104,deal_hunter,0,0,0,25,0,0,18,4,0,0,0,4,0,0
1105,deal_hunter,0,0,0,24,0,0,28,3,0,0,0,3,0,0
1106,deal_hunter,0,0,0,27,0,0,29,5,0,0,2,2,0,0
1107,deal_hunter,0,1,0,17,0,0,22,0,0,0,0,10,0,0
1108,deal_hunter,0,0,0,21,0,0,16,4,0,0,2,13,0,0
1109,deal_hunter,0,0,0,13,1,0,38,0,0,0,0,18,1,0
1110,deal_hunter,0,1,0,14,0,2,18,4,0,0,0,8,0,0
1111,deal_hunter,0,0,0,27,0,0,15,1,0,0,0,5,2,0
1112,deal_hunter,1,0,0,13,0,0,38,4,0,0,0,5,0,0
1113,deal_hunter,0,0,0,18,0,0,26,5,0,0,0,6,0,0
1114,deal_hunter,0,0,0,14,0,0,42,2,0,0,0,3,0,0
1115,deal_hunter,0,0,0,10,2,0,25,3,0,0,0,11,0,0
1116,deal_hunter,0,0,0,11,0,0,49,5,0,0,0,20,0,1
1117,deal_hunter,0,0,0,15,0,0,39,4,0,0,0,15,0,0
1118,deal_hunter,0,2,0,28,0,0,37,2,0,0,0,8,0,0
1119,deal_hunter,1,0,0,19,0,0,12,5,0,0,0,2,0,2
1120,deal_hunter,0,0,0,16,0,0,47,1,0,0,0,9,0,0
1121,deal_hunter,2,0,2,24,0,0,14,2,0,0,0,16,0,1
1122,deal_hunter,0,0,0,23,1,0,33,1,0,0,0,17,0,0
1123,deal_hunter,0,0,0,26,0,0,32,2,0,0,0,15,0,0
1124,deal_hunter,0,0,0,27,0,2,22,4,1,1,0,19,0,0
1125,deal_hunter,0,0,0,28,0,0,24,3,0,0,0,6,0,0
1126,deal_hunter,0,0,0,21,0,0,18,4,0,1,0,10,0,0
1127,deal_hunter,0,0,0,28,0,0,35,1,0,0,0,18,0,0
1128,deal_hunter,2,0,0,11,0,1,32,1,0,0,0,3,0,0
1129,deal_hunter,0,0,0,26,0,0,10,3,0,1,0,14,0,0
1130,deal_hunter,0,0,0,24,0,0,41,2,0,0,0,15,0,0
1131,deal_hunter,0,0,0,16,0,0,36,2,0,0,0,3,0,2
1132,deal_hunter,0,0,0,27,0,0,48,4,0,0,0,4,0,0
1133,deal_hunter,0,0,1,30,0,0,26,3,0,0,0,2,0,0
1134,deal_hunter,0,0,0,13,0,0,22,4,0,2,0,13,0,0
1135,deal_hunter,0,0,0,12,0,0,35,1,0,0,0,20,0,0
1136,deal_hunter,0,0,0,25,0,0,49,4,0,0,0,13,0,0
1137,deal_hunter,0,0,0,25,0,0,50,0,0,0,0,8,0,0
1138,deal_hunter,0,0,0,29,0,0,47,1,0,0,0,8,0,0
1139,deal_hunter,0,0,0,21,0,0,21,3,2,0,0,5,0,0
1140,deal_hunter,0,0,2,11,0,0,39,4,0,0,0,16,0,0
1141,deal_hunter,1,0,0,28,0,0,27,4,0,0,0,3,0,0
1142,deal_hunter,0,0,0,27,0,0,13,3,0,0,0,15,0,0
1143,deal_hunter,0,0,0,25,0,1,13,5,0,1,0,14,0,0
1144,deal_hunter,0,0,0,24,0,0,11,4,0,0,0,5,0,0
1145,deal_hunter,0,2,0,11,0,2,43,2,0,2,0,20,0,0
1146,deal_hunter,0,0,0,22,0,0,18,5,0,0,0,18,1,0
1147,deal_hunter,0,0,0,17,0,0,50,3,0,0,0,7,0,0
1148,deal_hunter,0,0,0,26,0,2,29,1,0,0,0,15,0,0
1149,deal_hunter,0,0,0,16,0,0,24,0,0,0,0,11,0,0
1150,deal_hunter,0,0,0,26,0,0,48,2,0,0,2,11,0,0
1151,deal_hunter,0,0,0,30,0,0,14,3,2,0,0,9,0,0
1152,deal_hunter,0,2,2,11,0,0,12,0,0,0,0,8,0,0
1153,deal_hunter,0,0,0,13,0,0,13,3,0,0,0,7,0,0
1154,deal_hunter,0,0,0,23,0,0,15,0,1,0,0,18,0,0
1155,deal_hunter,0,0,0,16,0,0,18,3,0,0,0,2,0,0
1156,deal_hunter,0,2,0,25,0,0,48,0,0,0,0,11,0,0
1157,deal_hunter,0,0,0,28,2,0,42,1,0,0,0,6,0,0
1158,deal_hunter,0,0,0,14,0,0,47,2,0,0,0,17,0,0
1159,deal_hunter,1,0,0,30,0,1,14,3,0,0,0,2,0,1
1160,deal_hunter,0,0,0,26,0,0,31,5,0,0,0,13,0,0
1161,deal_hunter,0,0,0,10,0,0,37,2,0,0,0,7,1,0
1162,deal_hunter,0,0,0,15,0,1,20,4,0,0,0,15,0,0
1163,deal_hunter,0,0,0,29,0,0,38,0,0,0,0,14,0,0
1164,deal_hunter,0,0,0,18,0,0,49,1,0,0,0,7,0,0
1165,deal_hunter,0,0,0,28,0,0,44,3,2,1,0,5,0,0
1166,deal_hunter,0,0,0,13,0,2,13,3,0,0,0,20,0,0
1167,deal_hunter,0,0,0,29,0,0,33,1,0,0,2,7,0,0
1168,deal_hunter,0,0,0,22,0,0,25,2,0,0,0,9,0,0
1169,deal_hunter,0,2,0,28,0,0,26,1,0,0,0,4,0,0
1170,deal_hunter,0,0,0,29,0,0,19,3,0,0,0,10,0,0
1171,deal_hunter,0,0,0,19,0,0,48,1,0,0,0,10,0,0
1172,deal_hunter,0,0,0,11,0,2,31,3,0,0,0,15,0,0
1173,deal_hunter,0,0,0,22,0,0,34,1,0,0,0,13,0,0
1174,deal_hunter,0,0,0,28,0,0,40,4,0,0,0,3,0,0
1175,deal_hunter,0,0,1,23,0,0,14,3,0,0,0,16,0,0
1176,deal_hunter,0,0,0,13,0,0,44,3,0,0,0,13,0,0
1177,deal_hunter,0,0,0,17,0,0,41,4,0,0,0,17,0,0
1178,deal_hunter,0,0,0,14,0,0,19,5,1,0,0,3,0,0
1179,deal_hunter,0,0,0,20,0,0,34,5,0,0,0,2,0,0
1180,deal_hunter,0,2,0,25,0,0,16,4,0,0,0,3,0,1
1181,deal_hunter,0,0,0,26,0,0,41,1,0,0,0,2,0,0
1182,deal_hunter,0,0,0,30,0,0,49,2,0,0,0,19,0,0
1183,deal_hunter,0,0,0,21,0,0,35,5,0,0,0,20,0,0
1184,deal_hunter,0,0,0,18,0,1,31,1,0,0,0,17,0,0
1185,deal_hunter,0,0,0,12,0,0,29,0,0,0,0,7,0,1
1186,deal_hunter,0,2,0,16,2,0,19,1,0,0,0,6,0,0
1187,deal_hunter,0,0,2,24,0,0,23,3,0,0,0,15,0,0
1188,deal_hunter,0,0,0,23,0,0,38,3,0,0,0,13,2,0
1189,deal_hunter,0,0,0,11,0,2,46,3,0,0,0,12,0,0
1190,deal_hunter,0,2,0,26,0,0,45,3,0,0,0,11,0,0
1191,deal_hunter,0,0,0,30,0,2,50,4,0,1,0,20,0,1
1192,deal_hunter,0,0,0,14,0,0,27,4,0,0,0,19,0,0
1193,deal_hunter,2,0,0,13,0,0,17,5,1,0,0,5,0,0
1194,deal_hunter,0,0,0,17,2,0,27,5,0,0,0,19,0,0
1195,deal_hunter,0,0,0,10,0,0,41,5,0,0,0,18,0,0
1196,deal_hunter,0,0,0,12,0,0,39,5,0,0,0,3,0,0
1197,deal_hunter,0,0,0,29,1,0,27,4,0,0,0,14,0,0
1198,deal_hunter,1,0,0,20,0,2,44,3,0,0,0,14,0,0
1199,deal_hunter,0,0,0,15,0,0,26,4,0,0,0,19,0,0
1200,deal_hunter,0,0,0,10,0,0,13,4,0,0,0,13,0,0
1201,deal_hunter,0,0,2,21,0,0,16,1,0,0,0,4,0,0
1202,deal_hunter,1,0,0,12,0,0,49,1,0,0,0,14,0,0
1203,deal_hunter,0,0,0,23,0,0,34,2,2,0,0,16,0,0
1204,deal_hunter,0,0,0,18,0,0,28,0,0,0,0,15,0,0
1205,deal_hunter,0,0,0,28,0,0,44,1,0,0,0,3,0,0
1206,deal_hunter,0,0,0,14,0,0,45,3,0,0,0,17,0,0
1207,deal_hunter,0,0,0,30,0,0,37,2,0,0,0,16,2,0
1208,deal_hunter,0,0,0,11,0,0,46,5,0,0,0,18,0,0
1209,deal_hunter,0,0,0,17,0,0,26,5,0,0,0,12,0,0
1210,deal_hunter,1,0,0,14,0,0,41,1,0,0,0,16,0,0
1211,deal_hunter,0,0,0,30,0,1,45,4,0,0,2,19,0,0
1212,deal_hunter,0,0,0,30,0,0,43,1,1,0,0,10,0,0
1213,deal_hunter,0,0,0,20,0,0,24,3,0,0,0,15,0,0
1214,deal_hunter,0,0,0,16,0,0,13,1,0,0,0,6,0,0
1215,deal_hunter,0,0,0,10,0,0,17,4,0,0,0,18,0,0
1216,deal_hunter,0,0,0,22,0,0,12,5,0,0,0,14,0,0
1217,deal_hunter,0,0,0,26,0,0,49,1,0,0,0,9,0,0
1218,deal_hunter,0,0,0,17,0,0,18,4,0,0,0,17,0,0
1219,deal_hunter,2,0,0,29,0,0,31,1,0,0,0,18,0,0
1220,deal_hunter,0,0,2,11,0,0,26,1,0,0,0,15,0,0
1221,deal_hunter,0,0,0,19,0,0,20,4,0,0,0,12,0,0
1222,deal_hunter,0,1,0,24,0,0,22,5,0,0,0,2,0,0
1223,deal_hunter,0,0,0,13,0,1,21,1,0,0,0,10,0,0
1224,deal_hunter,0,0,0,27,0,2,45,4,0,0,0,13,0,0
1225,deal_hunter,0,0,0,12,0,0,39,1,1,0,0,5,0,1
1226,deal_hunter,0,0,0,11,0,0,36,5,0,0,0,3,0,0
1227,deal_hunter,0,0,0,14,0,0,13,1,0,0,0,8,0,0
1228,deal_hunter,0,0,0,24,0,0,41,3,0,2,0,12,0,0
1229,deal_hunter,0,0,0,15,1,0,15,4,0,0,0,4,0,0
1230,deal_hunter,0,0,0,13,0,0,24,0,0,0,2,7,0,0
1231,deal_hunter,0,0,0,20,0,0,49,2,0,0,1,18,0,0
1232,deal_hunter,0,0,0,22,0,0,34,3,0,0,0,3,0,0
1233,deal_hunter,0,0,0,27,0,0,49,5,0,0,0,18,0,2
1234,deal_hunter,0,0,0,22,0,1,13,0,0,0,0,6,0,0
1235,deal_hunter,2,0,0,21,0,0,10,5,0,0,0,17,0,2
1236,deal_hunter,2,0,2,24,0,0,23,3,0,0,0,14,0,0
1237,deal_hunter,0,0,0,21,0,0,37,0,0,0,0,15,0,0
1238,deal_hunter,1,0,2,16,0,0,20,0,0,2,0,12,0,0
1239,deal_hunter,0,0,0,15,0,0,23,5,0,0,0,9,0,0
1240,deal_hunter,0,0,0,13,0,0,24,5,0,0,0,16,0,0
1241,deal_hunter,0,0,0,28,0,0,43,1,0,0,0,15,0,0
1242,deal_hunter,0,0,0,26,0,0,37,0,0,0,0,11,0,0
1243,deal_hunter,0,0,0,25,0,0,19,4,0,0,0,9,0,0
1244,deal_hunter,0,0,0,18,0,0,37,5,0,0,0,13,2,0
1245,deal_hunter,0,0,0,25,0,0,25,0,0,0,0,20,0,0
1246,deal_hunter,0,0,0,17,0,0,34,1,0,0,0,7,0,0
1247,deal_hunter,0,0,0,20,0,0,35,0,0,0,0,2,0,1
1248,deal_hunter,0,0,0,12,0,0,14,5,0,0,0,17,0,0
1249,deal_hunter,0,0,0,15,1,0,34,2,0,0,0,7,0,0
1250,deal_hunter,0,0,0,30,0,0,33,2,0,0,0,2,0,0
1251,deal_hunter,0,0,0,14,0,0,23,3,0,0,0,13,0,0
1252,deal_hunter,0,0,0,18,0,0,46,4,0,0,0,14,0,0
1253,deal_hunter,0,1,0,18,0,0,43,0,0,0,0,10,0,0
1254,deal_hunter,0,0,0,26,0,0,35,1,0,0,0,4,0,0
1255,deal_hunter,0,0,0,18,0,0,46,4,0,0,0,10,0,2
1256,deal_hunter,1,0,0,27,0,0,45,0,0,1,0,8,0,0
1257,deal_hunter,0,0,0,16,0,0,22,0,0,0,0,19,0,0
1258,deal_hunter,0,0,0,23,0,0,10,3,0,0,0,20,0,0
1259,deal_hunter,0,0,0,21,0,0,31,4,0,0,0,9,0,0
1260,deal_hunter,0,0,0,30,1,0,50,2,1,0,0,7,0,0
1261,deal_hunter,0,0,0,19,0,0,17,3,1,1,0,16,0,0
1262,deal_hunter,0,2,1,23,0,0,15,0,1,0,0,2,0,0
1263,deal_hunter,0,0,0,17,0,0,49,3,0,0,0,13,0,0
1264,deal_hunter,0,0,0,27,0,1,48,2,0,0,0,5,0,0
1265,deal_hunter,0,0,0,11,0,0,22,5,0,0,0,20,0,0
1266,deal_hunter,0,0,0,10,0,0,29,5,0,0,0,5,2,0
1267,deal_hunter,0,0,1,12,0,0,22,2,0,0,0,12,0,0
1268,deal_hunter,0,0,0,20,0,0,17,0,0,0,0,10,0,0
1269,deal_hunter,2,0,0,20,0,0,17,5,0,0,0,16,0,0
1270,deal_hunter,0,0,0,28,0,0,39,4,0,0,0,20,0,0
1271,deal_hunter,0,0,0,23,2,1,22,4,0,0,0,16,0,0
1272,deal_hunter,2,0,0,30,0,0,12,4,0,0,0,13,0,0
1273,deal_hunter,0,0,1,25,0,0,34,0,0,0,0,11,0,0
1274,deal_hunter,0,0,0,26,0,0,19,3,0,0,0,17,2,0
1275,deal_hunter,0,0,0,23,0,2,24,2,0,0,0,14,0,0
1276,deal_hunter,0,1,0,22,0,0,37,0,0,0,0,6,0,0
1277,deal_hunter,0,0,2,18,0,0,38,5,0,0,0,13,0,0
1278,deal_hunter,0,0,0,16,0,0,43,2,0,0,0,7,0,0
1279,deal_hunter,0,0,0,29,0,0,14,5,0,0,1,15,0,0
1280,deal_hunter,0,0,0,16,0,0,29,5,0,0,0,12,0,0
1281,deal_hunter,0,0,0,25,0,0,42,1,0,2,0,5,0,0
1282,deal_hunter,0,0,0,18,0,0,38,2,0,0,0,10,0,0
1283,deal_hunter,2,0,0,28,0,0,37,0,0,0,0,18,0,0
1284,deal_hunter,0,0,0,11,0,0,24,3,0,0,0,8,2,0
1285,deal_hunter,0,0,0,20,0,1,33,5,0,0,0,17,0,0
1286,deal_hunter,0,0,0,30,0,0,35,0,0,0,0,12,0,0
1287,deal_hunter,0,0,0,16,0,0,14,3,0,0,0,17,0,0
1288,deal_hunter,0,0,0,20,0,0,38,4,0,0,0,2,0,0
1289,deal_hunter,0,0,2,20,1,0,14,2,0,0,0,4,0,0
1290,deal_hunter,0,0,0,29,0,0,35,4,0,0,0,5,0,0
1291,deal_hunter,0,0,0,17,0,1,21,0,0,2,0,16,0,0
1292,deal_hunter,0,0,0,15,0,0,44,4,0,0,0,8,0,0
1293,deal_hunter,0,0,0,25,0,0,33,4,0,0,0,17,0,0
1294,deal_hunter,0,1,0,13,0,0,33,2,0,0,0,3,0,0
1295,deal_hunter,0,0,0,27,0,0,18,1,0,0,0,4,0,2
1296,deal_hunter,0,0,0,24,0,0,46,3,0,0,0,4,0,0
1297,deal_hunter,0,0,0,22,0,2,39,3,0,0,0,18,0,0
1298,deal_hunter,0,0,0,30,0,2,16,0,0,0,0,20,0,0
1299,deal_hunter,0,0,0,15,0,0,45,1,0,0,0,8,0,0
1300,deal_hunter,0,2,0,23,0,0,35,1,0,0,0,13,0,0
1301,deal_hunter,0,0,0,19,0,0,47,2,1,0,0,6,0,2
1302,deal_hunter,0,0,0,22,0,0,50,0,0,0,0,8,0,0
1303,deal_hunter,2,0,0,16,0,0,29,5,0,0,0,5,0,0
1304,deal_hunter,0,0,0,20,0,0,46,3,0,0,0,13,0,0
1305,deal_hunter,0,0,0,15,0,0,44,1,0,0,0,4,0,0
1306,deal_hunter,0,0,0,10,0,0,44,2,0,2,0,6,0,0
1307,deal_hunter,0,0,0,13,0,1,36,2,0,0,0,18,0,0
1308,deal_hunter,0,0,0,26,0,0,13,4,0,0,0,4,0,0
1309,deal_hunter,0,0,0,24,1,0,48,1,0,0,0,10,0,0
1310,deal_hunter,0,0,2,12,0,0,32,0,0,0,0,7,0,0
1311,deal_hunter,0,0,0,13,0,0,40,0,0,0,0,4,0,0
1312,deal_hunter,0,0,0,27,1,0,23,1,0,0,0,12,0,0
1313,deal_hunter,0,1,0,14,0,0,40,4,0,1,0,14,1,0
1314,deal_hunter,0,0,0,29,0,0,37,2,0,0,0,5,0,0
1315,deal_hunter,0,0,0,12,0,0,11,1,0,0,0,2,0,0
1316,deal_hunter,0,0,0,11,0,0,18,2,0,0,0,10,0,0
1317,deal_hunter,1,0,0,14,1,0,10,0,0,0,0,13,0,0
1318,deal_hunter,0,1,0,27,0,2,39,4,0,0,0,17,0,0
1319,deal_hunter,0,0,0,22,0,2,20,2,0,0,0,2,0,0
1320,deal_hunter,0,0,0,19,0,0,11,5,0,2,2,14,0,0
1321,deal_hunter,0,0,0,14,0,0,36,1,2,0,0,15,0,0
1322,deal_hunter,0,0,0,30,0,0,20,5,0,0,0,5,0,0
1323,deal_hunter,1,0,0,21,0,0,42,1,0,0,0,16,0,0
1324,deal_hunter,2,0,0,23,0,0,28,5,0,0,0,13,0,0
1325,deal_hunter,0,0,0,20,0,0,44,1,0,0,0,6,0,0
1326,deal_hunter,0,2,0,16,0,0,11,4,0,0,0,11,2,0
1327,deal_hunter,0,0,0,13,2,0,16,0,0,0,0,2,0,0
1328,deal_hunter,0,0,0,25,0,0,47,1,0,0,0,2,0,0
1329,deal_hunter,0,0,0,30,0,0,18,0,0,0,0,8,0,1
1330,deal_hunter,0,0,0,18,0,0,35,1,2,0,0,19,0,0
1331,deal_hunter,0,0,0,30,0,0,26,0,0,0,0,8,0,0
1332,deal_hunter,0,0,1,29,0,0,45,4,1,2,2,4,0,0
1333,deal_hunter,0,0,0,17,0,2,30,4,0,0,0,18,0,0
1334,deal_hunter,2,0,0,23,1,0,42,0,0,0,0,6,0,0
1335,deal_hunter,0,0,0,18,0,0,31,3,0,0,0,19,0,0
1336,deal_hunter,0,0,0,27,0,0,34,1,0,2,0,10,0,0
1337,deal_hunter,0,0,0,29,0,0,47,4,0,0,0,5,0,0
1338,deal_hunter,0,0,0,23,0,0,47,1,0,2,0,15,0,0
1339,deal_hunter,0,0,1,15,0,0,36,1,0,0,1,15,0,0
1340,deal_hunter,0,0,0,22,0,0,12,0,0,0,0,17,0,0
1341,deal_hunter,0,0,0,21,0,0,31,5,0,0,0,4,0,0
1342,deal_hunter,0,0,0,25,0,0,40,3,0,0,0,18,0,0
1343,deal_hunter,0,0,0,12,0,0,38,0,0,2,0,20,0,0
1344,deal_hunter,0,0,0,15,0,0,39,2,1,0,0,20,2,0
1345,deal_hunter,0,0,0,16,2,0,36,3,0,0,0,6,1,0
1346,deal_hunter,0,0,0,25,0,0,22,1,0,0,0,6,0,0
1347,deal_hunter,0,0,0,14,0,0,34,2,0,0,0,20,0,0
1348,deal_hunter,0,0,0,14,0,0,35,0,0,0,0,12,0,0
1349,deal_hunter,0,0,0,29,0,0,43,4,0,0,1,11,2,0
1350,deal_hunter,1,0,0,18,0,0,33,3,0,0,0,18,0,0
1351,deal_hunter,0,0,0,13,0,0,49,4,0,0,0,5,0,0
1352,deal_hunter,0,0,0,11,0,0,41,4,0,0,0,11,0,0
1353,deal_hunter,0,2,0,28,0,0,10,4,0,0,0,18,0,0
1354,deal_hunter,0,0,0,16,0,0,24,0,0,0,0,13,0,0
1355,deal_hunter,0,0,0,19,0,0,44,3,0,0,0,13,0,0
1356,deal_hunter,2,0,0,15,0,0,26,0,0,0,0,12,2,0
1357,deal_hunter,0,0,0,19,0,2,20,5,0,0,0,7,0,0
1358,deal_hunter,0,1,0,29,0,0,45,2,0,0,0,16,0,0
1359,deal_hunter,0,0,0,26,0,0,22,4,0,0,0,9,0,0
1360,deal_hunter,0,0,0,16,1,0,43,2,0,0,0,6,0,0
1361,deal_hunter,0,0,0,17,0,0,16,2,0,0,0,12,1,0
1362,deal_hunter,0,0,0,10,0,0,44,4,0,0,0,12,0,0
1363,deal_hunter,0,0,0,22,0,0,37,2,0,0,0,10,0,0
1364,deal_hunter,0,0,0,11,0,0,18,1,0,0,0,14,0,0
1365,deal_hunter,0,0,0,25,0,1,10,2,0,0,0,5,0,0
1366,deal_hunter,0,0,0,23,0,0,26,4,0,0,0,15,0,0
1367,deal_hunter,0,0,0,23,0,0,29,0,0,0,0,14,0,0
1368,deal_hunter,0,0,0,24,0,0,32,5,0,0,0,13,0,0
1369,deal_hunter,0,2,0,24,0,0,25,4,0,0,0,13,0,0
1370,deal_hunter,0,0,0,10,0,0,15,1,0,0,0,3,2,0
1371,deal_hunter,2,0,0,28,0,2,24,4,0,0,0,5,0,0
1372,deal_hunter,0,0,0,18,2,0,46,0,0,0,0,20,0,0
1373,deal_hunter,0,0,0,28,0,0,44,5,0,0,0,10,0,0
1374,deal_hunter,0,0,0,15,0,1,20,2,0,0,0,17,0,0
1375,deal_hunter,0,0,0,27,0,0,18,2,0,0,0,7,0,0
1376,deal_hunter,0,0,0,13,0,0,42,3,0,0,0,14,2,0
1377,deal_hunter,0,0,0,25,0,0,15,3,0,0,0,17,0,0
